,name,birth_death,pha,pha_label,observation
,"Ardel, Henry",,72,A72,
,"Arden, Katherine",,72,A72,
,"Arden, Paul",,72,A72,
,"Ardies, Jacques",,721,A721,
,"Ardley, Neil",,721,A721,
,"Ardore, Marilena",,722,A722,
,"Areão, João Steudel",,724,A724,
,"Arêas, Vilma",,724,A724,
,"Areias, Almir das",,724,A724,
,"Areias, Sergio",,724,A724,
,"Arendt, Hannah",,727,A727,
,"Aresi, Albino",,729,A729,
,"Aresi, Ricardo",,729,A729,
,"Argárate, Pablo",,734,A734,
,"Argel, Martha",,735,A735,
,"Argolo, Djalma",,741,A741,
,"Argolo, José A.",,741,A741,
,"Argov, Sherry",,741,A741,
,"Arguedas, José Maria",,742,A742,
,"Argyris, Chris",,742,A742,
,"Ari, Ahron Lev",,743,A743,
,"Arias, Juan",,744,A744,
,"Aricó, Carlos Roberto",,744,A744,
,"Arida, Persio",,745,A745,
,"Ariel Filho, André",,746,A746,
,"Ariello, Fabiane",,746,A746,
,"Ariès, Philippe",,746,A746,
,"Arinos Filho, Afonso ",,747,A747,
,"Arinos, Affonso",,747,A747,
,"Arison, Shari",,748,A748,
,Aristófanes,,749,A749,
,Aristóteles,,75,A75,
,"Arita, Maria Aparecida Grespan",,75,A75,
,"Arita, Yasushi",,75,A75,
,"Ariza, Dervile",,75,A75,
,"Arlt, Roberto",,752,A752,
,"Armani, Horacio ",,757,A757,
,"Armond, Edgard",,763,A763,
,"Armond, Helena",,763,A763,
,"Armond, Ismael",,763,A7631,DECIMAL ADICIONADO
,"Armstrong, Karen",,765,A765,
,"Armstrong, Lance",,765,A765,
,"Armstrong, Richard",,765,A765,
,"Arnaud, Georges",,769,A769,
,"Arnaut, Luíz",,769,A769,
,"Arnheim, Rudolf",,772,A772,
,"Arnholdt, Aurélio",,772,A772,
,"Arni, Samhita",,773,A773,
,"Arnold, Alan",,775,A775,
,"Arnold, Caroline L.",,775,A775,
,"Arnold, David",,775,A775,
,"Arnold, Francena H.",,775,A775,
,"Arnold, J. R. Tony",,775,A775,
,"Arnold, Nick",,775,A775,
,"Arnolde, Fátima",,775,A775,
,"Arnold-Foster, Mark",,775,A775,
,"Arns, Cardeal Paulo Evaristo",,784,A784,
,"Arnt, Ricardo",,784,A784,
,"Arntz, William",,784,A784,
,"Aron, Irene Teodora Helena",,786,A786,
,"Aron, Raymond",,786,A786,
,"Arpin, Louis",,794,A794,
,"Arpino, Giovanni",,794,A794,
,Arquimedes,,795,A795,
,"Arrabal, Fernando",,796,A796,
,"Arrabal, José",,796,A796,
,"Arredondo, Francisco",,799,A799,
,"Arredondo, Lani",,799,A799,
,"Arregui, Mario",,799,A799,
,"Arriaga, Guillermo",,811,A811,
,"Arribas, Santos Diez",,811,A811,
,"Arrighi, Giovanni",,811,A811,
,"Arriguci Junior, Davi",,811,A811,
,"Arroyo, Leonardo",,815,A815,
,"Arroyo, Miguel G",,815,A815,
,"Arroyo, Stephen",,815,A815,
,"Arruda, Antônio de",,817,A817,
,"Arruda, Fábio",,817,A817,
,"Arruda, José Jobson de A.",,817,A817,
,"Artése, Léo",,825,A825,
,"Arvonen, Helen",,835,A835,
,"Asch, Sholem",,84,A84,
,"Asch, Solomon E.",,84,A84,
,"Ascher, Nelson",,842,A842,
,Ascolta,,844,A844,
,"Asdhead, Paul",,845,A845,
,"Asensi, Matilde",,846,A846,
,"Asfora, Permínio [Permínio Asfora de Carvalho]",1913-,848,A848,
,"Ash, Mary Kay",,849,A849,
,"Ashcroft, Frances M.",,851,A851,
,"Asher, Bridget",,852,A852,
,"Asher, Jay",,853,A853,
,"Ashley, Bernard",,853,A853,
,"Ashley, Katie",,853,A853,
,"Ashman, Charles R.",,854,A854,
,"Asimov, Isaac",,857,A857,
,"Asnis, Zizo",,858,A858,
,"Aspe, Pieter",,86,A86,
,"Asquini, Alexandre",,861,A861,
,"Asquith, Ros",,861,A861,
,"Assad, José Eberienos",,862,A862,
,"Assadi, Tatiana Carvalho",,862,A862,
,"Assaf Neto, Alexandre",,862,A862,
,"Assaf, Roberto",,862,A862,
,"Assalim, Clarice",,862,A862,
,"Assaré, Patativa do",,862,A862,
,"Assis Filho, Waldir Simões",,865,A865,
,"Assis, Admo Matos de",,865,A865,
,"Assis, Anna de",,865,A865,
,"Assis, Árbila Luiza Armindo",,865,A865,
,"Assis, Célia de",,865,A865,
,"Assis, Francisco de, São",,865,A865,
,"Assis, Frei Paulo Avelino de",,865,A865,
,"Assis, José Eugênio de Paula ",,865,A865,
,"Assis, Leandro",,866,A8661,DECIMAL ADICIONADO
,"Assis, Machado de",,866,A866,
,"Assis, Marisa de",,866,A866,
,"Assis, Mucio de Camargo",,866,A866,
,"Assis, Orly Zucatto Mantovani",,866,A866,
,"Assmann, Hugo",,867,A867,
,Associação Cultural Internacional Gibran,,868,A868,
,Associação Cultural Quilombo Brotas,,868,A868,
,Associação Nacional dos Fabricantes de Veículos Automotores,,868,A868,
,"Assumpção, Beatriz R.",,87,A87,
,"Assumpção, Lucy",,871,A871,
,"Assunção, Paulinho",,873,A873,
,"Astin, David",,875,A875,
,"Astolfi, Jean-Pierre",,876,A876,
,"Asturiano, Poliana ",,882,A882,
,"Asunção, Leilah",,882,A882,
,"Aswany, Alla Al",,882,A882,
,"Atalla, Marcio",,884,A884,
,"Atan, Polo Noel",,884,A884,
,"Athayde, Austregésilo de",,886,A886,
,"Athayde, Dalva Neves de",,886,A886,
,"Athayde, João Martins de",,886,A886,
,"Athayde, Roberto",,886,A886,
,"Atihé, Eliana",,888,A888,
,"Atkins, Dani",,89,A89,
,"Atkins, Robert C.",,89,A89,
,"Atkinson, Kate",,89,A89,
,"Atkinson, William Walker",,89,A89,
,"Ator, Nancy Almand",,892,A892,
,"Attali, Jacques",,893,A893,
,"Attanasio, A. A.",,893,A893,
,"Attar, Farid Ud-Din",,893,A893,
,"Atteberry, Mark",,894,A894,
,"Attenborough, David",,894,A894,
,"Atti, Bruno",,895,A895,
,"Atti, Cesar",,895,A895,
,"Attuch, Leonardo",,896,A986,
,"Atwood, Margaret",,899,A899,
,"Aubele, Teresa",,911,A911,
,"Aubert, André Caramuru",,912,A912,
,"Aubert, Brigitte ",,912,A912,
,"Aubier, Catherine",,914,A914,
,"Auboyer, Jeannine",,916,A916,
,"Auchincloss, Louis",,919,A919,
,"Auclair, Marcelle",,919,A919,
,"Auel, Jean M.",,927,A927,
,"Auffray, A.",,929,A929,
,"Augé, H.",,931,A931,
,"Augelli, Marielza",,931,A931,
,"Auger, Lucien",,931,A931,
,"Augsburger, David",,932,A932,
,"Augusto, Cícero",,936,A936,
,"Augusto, Ronald",,937,A937,
,"Augustus, Caius",,937,A937,
,"Auricchio, Paulo",,946,A946,
,"Aurobindo, Sri",,948,A948,
,"Austen, Jane",,95,A95,
,"Auster, Paul",,95,A95,
,"Authier-Revuz, Jacqueline",,955,A955,
,"Autran, Paula",,957,A957,
,"Autuori, Luiz",,958,A958,
,"Auty, Phyllis",,958,A958,
,"Avelar, Gersolina Antonia",,967,A967,
,"Aveline, Claude",,967,A967,
,"Avellar, Jairo",,968,A968,
,"Avena, Armando",,969,A969,
,"Aveyard, Victoria",,97,A97,
,"Ávila Filho, Francisco",,972,A972,
,"Ávila, Célia M. de",,972,A972,
,"Ávila, Fábio",,972,A972,
,"Ávila, Geraldo Severo de Souza",,972,A972,
,"Aviz, Luiz",,973,A973,
,"Axat, Federico",,975,A975,
,"Axline, Virginia M.",,975,A975,
,"Ayache, Naim Khalil",,976,A976,
,"Ayala, Walmir",,976,A976,
,"Aymard, André",,979,A979,
,"Aymard, Paul",,979,A979,
,"Aymé, Marcel",,979,A979,
,"Aymone, Sandra",,979,A979,
,"Ayres Junior, Frank",,98,A98,
,"Ayres, Antônio Tadeu",,98,A98,
,"Azambuja, César",,984,A984,
,"Azambuja, Darcy",,984,A984,
,"Azanha, Gilberto",,984,A984,
,"Azanha, José Mário Pires",,984,A984,
,"Azar, Betty Schrampfer",,984,A984,
,"Azenha, Maria da Graça",,984,A984,
,"Azeredo, Carlos Magalhães",,985,A985,
,"Azevedo, Alexandre",,986,A986,
,"Azevedo, Aluísio ",1857-1913,986,A986,
,"Azevedo, Álvares de",1836-1873,986,A986,
,"Azevedo, Artur",,986,A9861,DECIMAL ADICIONADO
,"Azevedo, Assis",,986,A986,
,"Azevedo, Clovis Bueno de",,986,A986,
,"Azevedo, Dr. Alexander Luiz Gomes de ",,986,A986,
,"Azevedo, Fernando de",,987,A987,
,"Azevedo, Francisca L. Nogueira de ",,987,A987,
,"Azevedo, Gislane Campos",,987,A987,
,"Azevedo, Guila",,987,A987,
,"Azevedo, Guilherme",,987,A987,
,"Azevedo, Irany",,987,A987,
,"Azevedo, Jô",,987,A987,
,"Azevedo, Ligia",,987,A987,
,"Azevedo, Reinaldo",,988,A988,
,"Azevedo, Ricardo",,988,A988,
,"Azevedo, Rubens de",,988,A988,
,"Azevedo, Sânzio de",,988,A988,
,"Azevedo, Ticiana",,989,A989,
,"Azevedo, Wilton",,989,A989,
,"Aziz, Philippe",,991,A991,
,"Azpitarte, Eduardo López",,992,A992,
,"Azul, Paulinho Pedra",,994,A997,
,"Azzi, Nilza",,997,A997,
,"Azzi, Ricardo Gurgel",,997,A997,
,"Baalbaki, Ezzeddine Hussein",,11,B11,
,"Baalen, Jan Karel Van",,11,B11,
,"Baba, Sri Prem",,111,B111,
,"Bacaro, Gilberto Luiz",,115,B115,
,"Baccelli, Carlos A.",,116,B116,
,"Baccelli, Márcia Qeiroz Silva",,116,B1161,DECIMAL ADICIONADO
,"Baccelli, Padre Simão",,116,B116,
,"Bacci, Percival",,116,B116,
,"Bacelar, Dolores",,117,B117,
,"Bacellar, Laura",,117,B117,
,"Bacellart, Claudio",,117,B117,
,"Bach, Edward",,118,B118,
,"Bach, Emmon",,118,B118,
,"Bach, George R.",,118,B118,
,"Bach, Marcus",,118,B118,
,"Bach, Richard",,118,B118,
,"Bacha, Edmar",,118,B118,
,"Bacha, Magdala Lisboa",,118,B118,
,"Bachelard, Gaston",,119,B119,
,"Bachetto, Sinésio",,119,B119,
,"Bachman, Richard",,12,B12,
,"Bachrach, Arthur J.",,12,B12,
,"Bacigalupi, Paolo",,121,B121,
,"Back, Paul",,122,B122,
,"Backer, Morton",,122,B122,
,"Backes, Marcelo",,122,B122,
,"Backman, Frederik",,122,B122,
,"Bacon, Francis",,123,B123,
,"Badaró, Libero",,124,B124,
,"Badger, Meredith",,126,B126,
,"Badinter, Elisabeth",,126,B126,
,"Baduy Filho, Antonio",1943-,129,B129,
,"Baer, Werner",,131,B131,
,"Bafile, Paulo",,132,B132,
,"Bafutto, Mauro",,132,B132,
,"Bag, Mario",,132,B132,
,"Bagge, Peter",,133,B133,
,"Bággio, Antônio",,133,B133,
,"Baggot, Julianna",,133,B133,
,"Bagley, Desmond",,133,B133,
,"Bagno, Marcos",,134,B134,
,"Bagshawe, Tilly",,134,B134,
,"Bahamón, Alejandro",,135,B135,
,"Bahls, Saint Clair",,135,B135,
,"Bahr, Frank R.",,135,B135,
,"Baigent, Michael",1948-,136,B136,
,"Bailey, Em",,138,B138,
,"Bailey, Jacqui",,138,B138,
,"Bailey, Richard",,138,B138,
,"Bain, Donald",,14,B14,
,"Bainbridge, Beryl",,14,B14,
,"Bairão, Reynaldo",,141,B141,
,"Baird, David",,141,B141,
,"Baity, Elizabeth Chesley",,141,B141,
,"Bajo, David",,141,B141,
,"Bakalar, Nick",,142,B142,
,"Baker, Chandler",,142,B142,
,"Baker, Charles",,142,B142,
,"Baker, Chat",,142,B142,
,"Baker, J",,142,B142,
,"Baker, Jennifer",,142,B142,
,"Baker, Joanne",,142,B142,
,"Baker, Kevin",,142,B1421,DECIMAL ADICIONADO
,"Baker, Liza",,142,B142,
,"Baker, Mark",,142,B142,
,"Baker, Mark W.",,142,B142,
,"Baker, Martha",,142,B142,
,"Baker, Robert T.",,142,B142,
,"Bakri, Adreie",,142,B142,
,"Bakumenko, W.",,142,B142,
,"Baladi, Jorge",,144,B144,
,"Balanian, Aracy",,144,B144,
,"Balbach, Alfons",,145,B145,
,"Balbachas, Alfonsas",,145,B145,
,"Balbino, Marcelo",,145,B145,
,"Balbo, Wellington",,145,B145,
,"Baldacci, David",,146,B146,
,"Baldrige, Letitia",,15,B15,
,"Baldus, Herbert",,151,B151,
,"Baldwin, Hanson W.",,151,B151,
,"Baldwin, James",,151,B151,
,"Balhestero, Carmen",,153,B153,
,"Ball, John",,155,B155,
,"Ballantyne, Lisa",,155,B155,
,"Ballard, J. G.",,155,B155,
,"Ballester, Anne",,155,B155,
,"Ballestero-Alvarez, M. E.",,155,B155,
,"Balogh, Mary",,156,B156,
,"Balsekar, S. Ramesh",,157,B157,
,"Balser, Erin",,157,B157,
,"Balta, Paul",,158,B158,
,"Baltzan, Paige",,158,B158,
,"Balzac, Honoré de",,158,B158,
,"Bamberger, Richard",,159,B159,
,"Bampton, Claire",,159,B159,
,"Bananére, Juó",,16,B16,
,"Bandecchi, Brasil",,163,B163,
,"Bandeira, João ",,165,B165,
,"Bandeira, Manuel",,166,B166,
,"Bandeira, Moniz",,166,B166,
,"Bandeira, Pedro",,167,B167,
,"Bander, Peter",,169,B169,
,"Bandler, Richard",,169,B169,
,"Banerjee, H. N.",,169,B169,
,"Banghart, Tracy",,169,B169,
,"Bangs Junior, David H.",,169,B169,
,"Bangs, Robereert B.",,169,B169,
,"Banks, Iain",,17,B17,
,"Banks, Martin",,17,B17,
,"Banks, Maya",,17,B17,
,"Banks, Russel",,17,B17,
,"Banks, Steven",,17,B17,
,"Banville, John",,171,B171,
,"Bao, Sandra",,171,B171,
,"Baptista, António Alçada",,172,B172,
,"Baptista, Cristine",,173,B173,
,"Baptista, Makilim Nunes",,174,B174,
,"Baptista, Regina",,175,B175,
,"Baraldi, Clemencia",,179,B179,
,"Baran, Paul A.",,18,B18,
,"Baranda, María",,18,B18,
,Barão de Iguape,,181,B181,
,Barão do Rio Branco,,181,B1811,DECIMAL ADICIONADO
,"Barata, Carlos Eduardo de Almeida",,181,B181,
,"Baravelli, Luis Paulo",,181,B181,
,"Barazal, Gabriel",,181,B181,
,"Barbanti, Valdir J.",,183,B183,
,"Barbé, Domingos",,186,B186,
,"Barbeiro, Heródoto",,187,B187,
,"Barber, Cyril J.",,188,B188,
,"Barber, Noel",,188,B188,
,"Barbero, Alessandro",,188,B188,
,"Barbery, Muriel",,188,B188,
,"Barbieri, Maria Elisabeth da Silva",,191,B191,
,"Barbieri, Stella",,191,B191,
,"Barbosa Júnior, Ademir",,198,B198,
,"Barbosa, Ana Mae Tavares Bastos",,195,B195,
,"Barbosa, Andrei J.",,195,B195,
,"Barbosa, Brão",,195,B195,
,"Barbosa, Chico",,196,B196,
,"Barbosa, Elias",,196,B196,
,"Barbosa, Ely",,196,B196,
,"Barbosa, Fernanda Egger",,197,B197,
,"Barbosa, Fidélis Dalcin",,197,B197,
,"Barbosa, Florinda",,197,B197,
,"Barbosa, George S.",,197,B197,
,"Barbosa, Henry Chalu",,197,B197,
,"Barbosa, José Juvêncio",,198,B198,
,"Barbosa, Julio Cesar Tadeu",,198,B198,
,"Barbosa, Lucia Maria Gonzales",,199,B199,
,"Barbosa, Luiz Antônio",,199,B199,
,"Barbosa, Ly",,199,B199,
,"Barbosa, M. A.",,199,B199,
,"Barbosa, Márcio",,199,B199,
,"Barbosa, Marco ",,199,B199,
,"Barbosa, Marcos",,199,B199,
,"Barbosa, Maria Carmem",,199,B199,
,"Barbosa, Maria Carmen Silveira",,199,B199,
,"Barbosa, Maria Ignez",,199,B199,
,"Barbosa, Nair de Medeiros",,21,B21,
,"Barbosa, Osmar",,21,B2101,DECIMAL ADICIONADO
,"Barbosa, Oswaldo",,21,B21,
,"Barbosa, Paulo Corrêa",,211,B211,
,"Barbosa, Raquel Lazzari Leite",,211,B211,
,"Barbosa, Rogério Andrade",,211,B211,
,"Barbosa, Rui",,211,B211,
,"Barbosa, Severino",,212,B212,
,"Barbosa, Severino Antônio M.",,212,B212,
,"Barbosa, Valdemir",,213,B213,
,"Barbuy, Heraldo",,215,B215,
,"Barcaui, André B.",,216,B216,
,"Barcellos, Caco",,218,B218,
,"Barcellos, Fernanda ",,218,B218,
,"Barcelos, Luís Carlos P.",,218,B218,
,"Barcelos, Marcus",,218,B218,
,"Barcelos, Walter",,218,B218,
,"Barcha, Raquel",,219,B219,
,"Barchan, Eline",,219,B219,
,"Barcinski, Fabiana Werneck",,22,B22,
,"Barclay, Alex",,22,B22,
,"Barclay, Florence L.",,22,B22,
,"Bardari, Sérsi",,222,B222,
,"Barden, Leonard",,224,B224,
,"Bardi, P. M.",,225,B225,
,"Bardola, Nicola",,225,B225,
,"Barduchi, Ana Lúcia Jankovic",,225,B225,
,"Baresi, João Pedro",,229,B229,
,"Baricco, Alessandro",,232,B232,
,"Barker, A. J.",,237,B237,
,"Barker, Clive",,237,B237,
,"Barker, Ronald E.",,237,B237,
,"Barnard, Chistiaan",,24,B24,
,"Barnes, Julian",,241,B241,
,"Barnes, Rob",,241,B241,
,"Barnes-Murphy, Rowan",,241,B241,
,"Barnet, Richard J.",,241,B241,
,"Barnett, Mac",,241,B241,
,"Baroffaldi, Vicente Henrique",,243,B243,
,"Barollo, Célia Regina",,243,B243,
,"Barón, Ernesto",,244,B244,
,"Barone, Leda Maria Codeço",,244,B244,
,"Baroudi, Beá",,246,B246,
,"Barraclough, Geoffrey",,25,B25,
,"Barrass, Robert",,252,B252,
,"Barre, Raymond",,253,B253,
,"Barreau, Nicolas",,253,B253,
,"Barreira, João Paulo Guerra",,253,B253,
,"Barreno, Maria Isabel",,257,B257,
,"Barret, W.",,259,B259,
,"Barret, Wilson",1848-1904,259,B259,
,"Barreti, Sílvio",,259,B259,
,"Barreto Filho, Benigno",,262,B262,
,"Barreto, Antonio",,26,B26,
,"Barreto, Antonio Carlos Pereira",,26,B26,
,"Barreto, Cristiana",,261,B261,
,"Barreto, Débora",,261,B261,
,"Barreto, Gui",,262,B262,
,"Barreto, Lima",,263,B263,
,"Barreto, Maria Laura",,263,B263,
,"Barreto, Mário",,263,B263,
,"Barreto, Roberto",,264,B264,
,"Barreto, Roberto Menna",,264,B264,
,"Barreto, Tobias",,264,B264,
,"Barreto, Vera ",,264,B264,
,"Barrett, Mary Ellin",,264,B264,
,"Barrett, Wilson",,264,B264,
,"Barretti, Sílvio",,264,B264,
,"Barretto, Margarita",,267,B367,
,"Barrie, J. M. [James Matthew Barrie]",1860-1937,27,B27,
,"Barriga, Heliana",,27,B27,
,"Barrington, E.",,27,B27,
,"Barrios, Enrique",,271,B271,
,"Barros Filho, Clóvis de",,277,B277,
,"Barros Neto, Tito Paes",,28,B28,
,"Barros, Adirson de",,273,B273,
,"Barros, Aidil de Jesus Paes de [Aidil Jesus da Silveira Barros]",,273,B273,
,"Barros, Aline",,273,B273,
,"Barros, Carlos Vitorino da Silva",,275,B275,
,"Barros, Célia Silva Guimarães",,275,B275,
,"Barros, Cleusa M. Matos de ",,275,B275,
,"Barros, Dália Nídia de",,276,B276,
,"Barros, Daniel Martins de",,276,B276,
,"Barros, Dimas Monteiro",,276,B276,
,"Barros, Edgard de Oliveira",,276,B276,
,"Barros, Edgard Luiz de ",,276,B276,
,"Barros, Eudes",,276,B276,
,"Barros, Fernando de",,277,B277,
,"Barros, Francisco Reinaldo Amorim de",,277,B277,
,"Barros, Frederico Ozanam Pessoa de",,277,B277,
,"Barros, Hermes M.",,277,B277,
,"Barros, Homero Moraes",,277,B277,
,"Barros, Leandro Gomes de",,279,B279,
,"Barros, Manoel de",1916-,279,B279,
,"Barros, Manuel de Souza",,279,B279,
,"Barros, Myriam Moraes Lins de",,279,B279,
,"Barros, Neimar de",,28,B28,
,"Barros, Nelson",,28,B28,
,"Barros, Roque Spencer Maciel de",,282,B282,
,"Barros, Sônia",,282,B282,
,"Barros, Tomás de",,283,B283,
,"Barros, Turibio Leite de",,283,B283,
,"Barros, Zanon de Paula",,284,B284,
,"Barroso Filho, Francisco",,285,B285,
,"Barroso, Carlos Eduardo Ferraz de Mattos",,285,B285,
,"Barroso, Gustavo",,285,B285,
,"Barroso, Juliane Matsubara",,285,B285,
,"Barroso, Leônidas Conceição ",,285,B285,
,"Barroso, Maria Alice",,285,B285,
,"Barrowcliffe, Mark",,286,B286,
,"Barrows, Sidney Biddle",,286,B286,
,"Barry, Dave",,288,B288,
,"Barry, Max",,288,B288,
,"Barshaw, Ruth McNally",,289,B289,
,"Barth, Adalíbio",,294,B294,
,"Barth, John",,294,B294,
,"Barthelemy, J. J.",,294,B294,
,"Barthelme, Frederick",,294,B2941,DECIMAL ADICIONADO
,"Barthes, Roland",,294,B294,
,"Bartz, Karl",,296,B296,
,"Barufi, Zélia Carneiro",,298,B298,
,"Barzotto, Valdir Heitor",,311,B311,
,"Basadonna, Giorgio",,313,B313,
,"Basbaum, Leôncio",,314,B314,
,"Basevic, Ana Maria",,316,B316,
,"Basile, César Reinaldo Offa",,318,B318,
,"Basile, Renato",,318,B318,
,"Basquiat, Jean-Michel",,318,B318,
,"Bass, Dick",,319,B319,
,"Bassani, Giorgio",,319,B319,
,"Bassedas, Eulàlia",,32,B32,
,"Basso Junior, Paulo",,323,B323,
,"Bastable, Jonathan",,323,B323,
,"Bastazin, Vera",,323,B323,
,"Bastide, Roger",,324,B324,
,"Bastos, Abguar",,326,B326,
,"Bastos, Aureliano Cândido Tavares",,326,B326,
,"Bastos, Chico",,327,B327,
,"Bastos, Cleverson Leite",,327,B327,
,"Bastos, Du",,327,B327,
,"Bastos, Francisco",,328,B328,
,"Bastos, João Baptista",,328,B328,
,"Bastos, Lúcia K. X.",,329,B329,
,"Bastos, Lúcia Kopschitz",,329,B329,
,"Bastos, Vânia Lomônaco",,331,B331,
,"Bat, Prunella",,331,B331,
,"Batá, Angela Maria La Sala ",,332,B332,
,"Bataille, Christophe",,332,B3321,DECIMAL ADICIONADO
,"Bataille, Georges",,332,B332,
,"Bataille, Michel",,332,B332,
,"Batalha, Marta",,333,B333,
,"Bateman, Thomas S.",,334,B334,
,"Bateson, Maggie",,334,B334,
,Batista,,336,B336,
,"Batista Junior, Paulo Nogueira",,337,B337,
,"Batista, Eike",,336,B336,
,"Batista, Ismael",,336,B336,
,"Batista, Liliane",,337,B337,
,"Batista, M. Moori",,337,B337,
,"Batista, Paulo Nogueira",,337,B337,
,"Batista, Sueli Soares dos Santos",,337,B337,
,"Batra, Ravi",,337,B337,
,"Battaglia, Giovanni",,338,B338,
,"Batten, Joe",,338,B338,
,"Battersby, Alan",,338,B338,
,"Battistel, Arlindo Itacir",,338,B338,
,"Battistini, Frei",,338,B338,
,"Battistoni Filho, Duílio",,338,B338,
,"Bau, N.",,339,B339,
,"Baudelaire, Charles",,339,B339,
,"Baudouin, Bernard",,339,B339,
,"Bauer, James J.",,34,B34,
,"Bauer, Jutta",,34,B34,
,"Bauermeister, Erica",,34,B34,
,"Baulenas, Luís-Anton",,34,B34,
,"Bauleo, Armando",,34,B34,
,"Baum, L. Frank",,341,B341,
,"Baum, Vicki",,341,B341,
,"Baum, William M.",,341,B341,
,"Bauman, Amy",,341,B341,
,"Bauman, Janina",,341,B341,
,"Bauman, Zygmunt",,341,B341,
,"Baumann, Renato",,341,B341,
,"Bautista Vallejo, José M.",,342,B342,
,"Bax, Julia",,344,B344,
,"Baxter, Charles",,344,B344,
,"Baxter, Mike",,344,B344,
,"Bay, Tom",,345,B345,
,"Bayard, Luis",,345,B345,
,"Bayer, Raymond",,346,B346,
,"Bayer, William",,346,B346,
,"Bayley, Alice A.",,346,B346,
,"Bayley, Keith",,346,B346,
,"Bazaglia, Paulo Sérgio",,348,B348,
,"Bazaldua, Barbara",,348,B348,
,"Bazein, Gernain",,348,B348,
,"Bazin, Germain",,349,B349,
,"Bazin, Hervé",,349,B349,
,"Beah, Ishmael",,35,B35,
,"Beahm, George",,35,B35,
,"Bear, Greg",,351,B351,
,"Beard, Mary",,351,B351,
,Beatles,,351,B351,
,"Beato, Manoel",,351,B351,
,"Beatriz, Cecília",,351,B351,
,"Beatriz, Elza",,351,B351,
,"Beattie, Ann",,351,B3511,DECIMAL ADICIONADO
,"Beattie, Melody",,351,B351,
,"Beauchamp, Alphonse",,352,B352,
,"Beauchamp, André",,352,B352,
,"Beaumont, Maria",,352,B352,
,"Beaumont, Marie Leprince",,352,B352,
,"Beauvoir, Simone de",,352,B352,
,"Beazley, Mitchell",,352,B352,
,"Beçak, Willy",,353,B353,
,"Becatti, Giovanni",,353,B353,
,"Beccaria, Cesare",,353,B353,
,"Becerra, Ángela",,353,B353,
,"Bechara, Evanildo",,354,B354,
,"Beck, Judith S.",,355,B355,
,"Becker, Bertha K.",,356,B356,
,"Becker, Daniel",,356,B356,
,"Becker, Fernando",,356,B356,
,"Becker, Fernando",,356,B356,
,"Becker, Idel",,356,B356,
,"Becker, K. Bertha",,356,B356,
,"Beckett, Samuel",,356,B356,
,"Beckford, William",,356,B356,
,"Beckhäuser, Alberto",,356,B356,
,"Bécquer, Gustavo Adolfo",,356,B356,
,"Bedeschi, Giulio",,358,B356,
,"Bédier, Joseph",,359,B359,
,"Bednarsky, Czeslaw",,359,B359,
,"Bédoyère, Camila de la",,36,B36,
,"Bedran, Bia",,361,B361,
,"Bee, Helen",,362,B362,
,"Beeby, C. E.",,362,B362,
,"Beer, Ferdinand P.",,362,B362,
,"Beers, V. Gilbert",,362,B362,
,"Beethoven, Ludwing van",,362,B362,
,"Beever, Sue",,362,B362,
,"Beevor, Antony",,362,B362,
,"Bégaudeau, François",,364,B364,
,"Begley, Louis",,364,B364,
,"Begossi, Lígia",,364,B364,
,"Béguerie, Phillipe",,364,B364,
,"Béguier, Patrick",,364,B364,
,"Behan, Kevin",,365,B365,
,"Behar, Eli",,365,B365,
,"Behn, Noel",,365,B365,
,"Behrendt, Greg",,365,B365,
,"Behr-Sigel, Elizabeth",,365,B365,
,"Beili, Roberto",,366,B366,
,"Beira, Mariana",,367,B367,
,"Beired, José Luis Bendicho",,367,B367,
,"Beirne, Olivia",,,B367,
,"Beisiegel, Celso de Rui",,367,B367,
,"Beja, Hélder",,368,B368,
,"Bel, Alexander Graham",,37,B37,
,"Belém, Valéria",,371,B371,
,"Beler, Aude Gros de",,371,B371,
,"Belinky, Tatiana",,38,B38,
,"Belizário Filho, José Ferreira",,38,B38,
,"Bell, Darcy",,381,B381,
,"Bell, Gordon",,381,B381,
,"Bell, John Fred",,381,B381,
,"Bell, Rob",,381,B381,
,"Bellamann, Henry",,382,B382,
,"Bellavinha, Niura Machado",,382,B382,
,"Bellemare, Pierre",,383,B383,
,"Belletto, René",,383,B383,
,"Belli, Roberto",,384,B384,
,"Bellière, Charlotte",,384,B384,
,"Bellina, Cecília",,385,B385,
,"Belline, Ana Helena Cizotto",,385,B385,
,"Bellinghausen, Ingrid Biesemeyer",,385,B385,
,"Bellini, Paloma",,385,B385,
,"Bellino, Ricardo",,385,B385,
,"Bello, José Maria",,386,B386,
,"Bello, Ruy de Ayres",,386,B386,
,"Belloto, Sonia",,387,B387,
,"Bellow, Saul",,387,B387,
,"Belmiro, Arnaldo",,389,B389,
,Belmonte,,389,B389,
,"Belmonte, Dalila",,389,B389,
,"Beloch, Israel",,39,B39,
,"Belotti, Elena Gianini",,39,B39,
,"Belozo, Felipe L.",,39,B39,
,"Beltrão, André",,392,B392,
,"Beltrão, Luiz",,392,B392,
,"Beltrão, Odacir",,392,B392,
,"Bem-Dasan, Isaiah",,392,B392,
,"Benakouche, Rabah",,393,B393,
,"Benatti, Carlos J.",,394,B394,
,"Benavente, Jacinto",,394,B394,
,"Benchley, Peter",,395,B395,
,"Bendall-Brunello, Tiziana",,396,B396,
